Date,Forecast
2025-01-31,79.12602558875113
2025-02-28,79.7164187401772
2025-03-31,80.04241992352938
2025-04-30,80.16416367358224
2025-05-31,80.38381116590301
2025-06-30,80.25987259402706
2025-07-31,80.50865087553714
2025-08-31,80.7420061167729
2025-09-30,80.76458637503825
2025-10-31,80.93047716286695
2025-11-30,81.39732604312171
2025-12-31,81.10477871196608
